Postal,Latitude,Longitude,Project,Street
528797,1.34940326206347,103.961578590161,SAVANNAH CONDOPARK,SIMEI RISE
259854,1.31546798228049,103.830081773458,PINEWOOD GARDENS,BALMORAL PARK
579821,1.34704896426357,103.852277045024,BISHAN LOFT,BISHAN STREET 11
429190,1.3089454455045,103.905117676442,THE LUSH,DUKU ROAD
437826,1.30263285095665,103.898397954062,833 M B RESIDENCES,MOUNTBATTEN ROAD
258204,1.31736223877924,103.82875324222,PROXIMO,ROBIN ROAD
NIL,1.33941191679235,103.882970561546,,JALAN BUNGA RAMPAI
299625,1.32398094895838,103.82247480636,DUNEARN ESTATE,DALKEITH ROAD
425645,1.31258903464673,103.908809979121,SENG HUA GARDENS,LORONG K TELOK KURAU
268825,1.31188725309618,103.804535230614,WATERFALL GARDENS,FARRER ROAD
797472,1.3938235801512,103.881178096922,RIVERTREES RESIDENCES,FERNVALE CLOSE
239471,1.29578197832224,103.832416192541,THE COSMOPOLITAN,KIM SENG ROAD
387940,1.31519274509408,103.888717526279,BAODE BUILDING,LORONG 35 GEYLANG
118443,1.27690687155574,103.793523971366,WESTPOINT CONDOMINIUM,PEPYS ROAD
568895,1.37224391255561,103.839626952875,MAYFLOWER VILLE,MAYFLOWER AVENUE
NIL,1.28497495330549,103.83498426323,,OUTRAM ROAD
596747,1.34177300180826,103.767996592926,SIGNATURE PARK,TOH TUCK ROAD
NIL,1.32313538433416,103.810156803445,,CORONATION ROAD
544689,1.38094121860251,103.892472434847,JEWEL @ BUANGKOK,COMPASSVALE BOW
189620,1.29884587568635,103.849843761878,BENCOOLEN HOUSE,BENCOOLEN STREET
417786,1.31893680972383,103.906278939425,LE REVE,KAMPONG EUNOS
423725,1.307339577796,103.904802283858,TEMBELING RESIDENCE,TEMBELING ROAD
NIL,1.31240909841698,103.861490851746,,LAVENDER STREET
127365,1.29576313642748,103.766122279701,THE SORRENTO,WEST COAST ROAD
NIL,1.37793378558197,103.759682292851,,GALISTAN AVENUE
319773,1.33050893129242,103.843673071862,TRELLIS TOWERS,LORONG 1 TOA PAYOH
457268,1.3183799253997,103.924607087918,PARK EAST,JALAN TUA KONG
398986,1.311709326192,103.878463084549,SUMMER VIEW,LORONG 12 GEYLANG
NIL,1.31643440376519,103.935855870716,,SENNETT LANE
NIL,1.32055396734091,103.908714534873,,LORONG MARICAN
208108,1.31151034798647,103.858717994436,RESIDENCES @ SOMME,PETAIN ROAD
307747,1.31604495620104,103.84274445446,VISIN APARTMENTS,SURREY ROAD
NIL,1.31407142086418,103.853512386186,,STARLIGHT ROAD
NIL,1.35888611050324,103.881656643102,,KOVAN ROAD
276751,1.30786037224079,103.801621787578,VIZ AT HOLLAND,QUEENSWAY
NIL,1.299257128081,103.841711873551,ONE OXLEY RISE,OXLEY RISE
534163,1.35632310011081,103.880402296473,D'PAVILION,UPPER SERANGOON ROAD
NIL,1.29972334287702,103.841596112987,,OXLEY ROAD
NIL,1.31571971777098,103.78537397619,,MOUNT SINAI LANE
239228,1.29759908182727,103.832677784668,HORIZON TOWERS,LEONIE HILL
229816,1.30682945098829,103.838164594407,HELIOS RESIDENCES,CAIRNHILL CIRCLE
457558,1.30991700059889,103.919503028277,CATHAY GARDEN,JALAN KERIS
NIL,1.31233791565848,103.884864920272,GUILLEMARD VIEW,LORONG 26 GEYLANG
276957,1.31536955463921,103.776942592447,FONTANA HEIGHTS,MOUNT SINAI RISE
NIL,1.32132770207488,103.823071476404,JAYA TOWERS,BUKIT TIMAH ROAD
257856,1.31783947169969,103.826223650676,LOFT @ STEVENS,STEVENS ROAD
689686,1.38652709940705,103.743341984317,THE WARREN,CHOA CHU KANG LOOP
229618,1.30360072008442,103.841116863266,HIJAUAN,CAVENAGH ROAD
229656,1.30338201077413,103.838016822276,EMERALD HILL CONSERVATION AREA,CAIRNHILL ROAD
549170,1.35967256466686,103.879824601336,HIGHLAND CONDOMINIUM,HIGHLAND ROAD
648367,1.35096144044172,103.697694845015,THE FLORAVALE,WESTWOOD AVENUE
NIL,1.31333207084947,103.878218583353,,LORONG 15 GEYLANG
NIL,1.46064255508176,103.838282572316,,WAK HASSAN DRIVE
438866,1.3084701486695,103.89952410597,HAIG ELEVEN,HAIG AVENUE
NIL,1.32912107287097,103.882833113128,,JALAN MELATI
669595,1.35722696051584,103.760850571779,HILLVIEW 128,HILLVIEW AVENUE
307990,1.31478233515077,103.841958399488,AMARYLLIS VILLE,NEWTON ROAD
438795,1.30634911317444,103.897807932637,HAIG COURT,HAIG ROAD
258371,1.30663349872787,103.825944954631,NASSIM JADE,NASSIM ROAD
689477,1.37662975027957,103.743829393793,COMFORT GARDEN,CHOA CHU KANG AVENUE 1
248743,1.29522123322476,103.827149602901,NATHAN SUITES,NATHAN ROAD
118695,1.28943349070881,103.775385797395,JUBILEE RESIDENCE,PASIR PANJANG ROAD
534519,1.34481825847724,103.87123873961,VIBES@UPPER SERANGOON,UPPER SERANGOON ROAD
738212,1.42928902698897,103.782969516124,WOODGROVE CONDOMINIUM,WOODGROVE DRIVE
NIL,1.30015058790962,103.851388297896,,BENCOOLEN STREET
309466,1.31644635495492,103.846258551824,ADRIA,DERBYSHIRE ROAD
248904,1.29335819397574,103.830424236672,MELROSE PARK,KELLOCK ROAD
228305,1.30810793174445,103.839546062882,CASA CAIRNHILL,PECK HAY ROAD
247967,1.29221042390058,103.816305335938,TANGLIN REGENCY,TANGLIN ROAD
NIL,1.30858379927648,103.894812869762,,TANJONG KATONG ROAD
248191,1.29565503085265,103.827070437349,REGENCY LODGE,SHANGHAI ROAD
NIL,1.37309491094449,103.880007489168,REGENTVILLE,HOUGANG STREET 92
424887,1.30653182398715,103.900986985644,91 MARSHALL,MARSHALL ROAD
269852,1.31327766387344,103.798544784631,THE BELMONT,BELMONT ROAD
788376,1.3999041027885,103.823563873638,SPRINGLEAF VILLAS,SPRINGLEAF CRESCENT
098395,1.24244301840021,103.836754301542,TURQUOISE,COVE DRIVE
786320,1.40097791950654,103.823976828925,DALLA VALE,SPRINGLEAF AVENUE
329022,1.32505522536134,103.865178186819,ST MICHAEL'S PLACE,JALAN TAMAN
128050,1.29743697084043,103.765547285067,BLUE HORIZON,WEST COAST CRESCENT
757489,1.42719078438655,103.824482771637,NORTHWOOD,JALAN MATA AYER
298190,1.34110283343182,103.838741075921,THOMSON 800,THOMSON ROAD
679646,1.37058700046986,103.768078891345,CASHEW PARK CONDOMINIUM,CASHEW ROAD
388502,1.31392815837164,103.87898672052,TREASURES@G19,LORONG 19 GEYLANG
249003,1.29261430088361,103.824039827245,JERVOIS MANSIONS,JERVOIS ROAD
289609,1.32473351341039,103.810724749056,DUNEARN SUITES,DUNEARN ROAD
425566,1.31234010086237,103.914655399165,THE ESPIRA,LORONG L TELOK KURAU
307957,1.31569281647242,103.841615456446,26 NEWTON,NEWTON ROAD
229629,1.30678888908425,103.840966340816,CAVENAGH FORTUNA,CAVENAGH ROAD
NIL,1.31024640270921,103.853248623492,,KINTA ROAD
269526,1.32280707529588,103.802207276973,CORONATION GROVE,CORONATION ROAD
648320,1.34280248734964,103.718601989018,CASPIAN,LAKESIDE DRIVE
276698,1.31740757769851,103.777720688378,THE TRIZON,RIDGEWOOD CLOSE
533953,1.3551100626084,103.881414347408,CHARLTON 27,SURIN AVENUE
387516,1.31514448371949,103.884050282732,SMART SUITES,SIMS AVENUE
416905,1.3196696929531,103.910261197479,D'OASIA,LORONG MELAYU
NIL,1.28375041465607,103.834187718541,,ENG HOON STREET
238675,1.29674836398456,103.841499833899,OXLEY RESIDENCE,OXLEY ROAD
329585,1.32697070112983,103.84971650708,SUMMER GREEN,BOON TECK ROAD
388199,1.31400655260744,103.884015328938,THE ALCOVE,LORONG 27 GEYLANG
648927,1.34183750827492,103.718352500863,LAKEPOINT CONDOMINIUM,LAKEPOINT DRIVE
238509,1.3031945244365,103.829984906389,PATERSON LINC,PATERSON ROAD
NIL,1.33761386626605,103.770472812443,,TOH YI ROAD
258463,1.30767925353533,103.824171167132,SAGE,NASSIM ROAD
117704,1.28097048392039,103.784277397542,BAROSSA GARDENS,PASIR PANJANG ROAD
689106,1.3992868129439,103.750547255722,THE QUINTET,CHOA CHU KANG STREET 64
NIL,1.31103240750721,103.902364150297,,TEMBELING ROAD
NIL,1.36229411801782,103.884756200526,,SIMON WALK
NIL,1.36300550212352,103.884244801274,,SIMON LANE
NIL,1.31251588669375,103.899013300086,,CRANE ROAD
NIL,1.31817551765096,103.938817096689,,SENNETT DRIVE
NIL,1.29710191126736,103.891259843561,NANAK MANSIONS,MEYER ROAD
469994,1.31218816492754,103.940116990514,COSTA DEL SOL,BAYSHORE ROAD
NIL,1.32286306553546,103.835597305419,,MOUNT ROSIE ROAD
NIL,1.30781065992901,103.829919684295,,CLAYMORE ROAD
NIL,1.31632137979003,103.8003123741,,CORNWALL GARDENS
738098,1.44380559509478,103.804715290128,WOODSVALE,WOODLANDS DRIVE 72
199599,1.30070393376472,103.861861081342,CONCOURSE SKYLINE,BEACH ROAD
678833,1.36117432003153,103.767886354194,FUYONG ESTATE,JALAN ASAS
537972,1.34626320392099,103.873932151324,SUNSHINE GROVE,JALAN LABU MERAH
425569,1.31223186209627,103.915187167717,PINEHURST CONDOMINIUM,LORONG L TELOK KURAU
NIL,1.36132855268828,103.872548298588,,BRIGHTON AVENUE
NIL,1.31411725635828,103.847835094641,D'CAMBRIDGE,CAMBRIDGE ROAD
457269,1.31338886288708,103.92635776294,CRESCENDO PARK,JALAN TUA KONG
438940,1.31267551398239,103.893424179224,GRAY MANSIONS,GRAY LANE
249595,1.29973845265052,103.825868087039,CLIVEDEN AT GRANGE,GRANGE ROAD
545708,1.36153217530455,103.880036897626,TREASURE GARDENS,TEOW HOCK AVENUE
NIL,1.34456175144786,103.870028678016,,SOMMERVILLE WALK
456668,1.31102079092762,103.93187557868,CASA NALLUR,NALLUR ROAD
669592,1.35793261217976,103.762293084497,HILLBROOKS,HILLVIEW AVENUE
NIL,1.32248536917144,103.913653315459,,JALAN KEMBANGAN
529948,1.34673118035586,103.958607457654,MELVILLE PARK,SIMEI STREET 1
257537,1.31529463122591,103.808069940793,GALLOP GREEN,WOOLLERTON PARK
588137,1.34681365161223,103.770620496097,BUKIT REGENCY,UPPER BUKIT TIMAH VIEW
425509,1.31126913231731,103.910277854719,LAVERNE'S LOFT,LORONG L TELOK KURAU
239850,1.29825648344238,103.838031480508,DEVONSHIRE BUILDING,DEVONSHIRE ROAD
423911,1.31037982893515,103.911393688133,PRESTIGE LOFT,TELOK KURAU ROAD
424366,1.31242960215499,103.906088719109,ONE @ PULASAN,PULASAN ROAD
208393,1.31291563993987,103.856924681278,STUDIOS @ MARNE,MARNE ROAD
NIL,1.31218127904026,103.857452938926,,FLANDERS SQUARE
218350,1.31404520941053,103.854387162231,R66 APARTMENTS,RANGOON ROAD
NIL,1.32028886872597,103.805299372395,,KINGSMEAD ROAD
529879,1.34139834001894,103.955151180798,TROPICAL SPRING,SIMEI STREET 4
229661,1.30525428727347,103.83764593858,TAN CHIN TUAN MANSION,CAIRNHILL ROAD
NIL,1.32211697984414,103.783416040294,,GREENLEAF WALK
NIL,1.31186883709574,103.903296564491,,EVERITT ROAD
309115,1.31933889846687,103.840418790075,GILSTEAD MANSION,GILSTEAD ROAD
786809,1.3917394672702,103.834561564913,LENTOR VILLAS,LENTOR STREET
465518,1.32857692357312,103.946676464673,OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE
NIL,1.29853825307588,103.839823721048,,DUBLIN ROAD
419833,1.31804857256295,103.910666945522,THE CHAMPAGNE,CHANGI ROAD
427326,1.31467435316943,103.904952518305,THE MINT RESIDENCES,JOO CHIAT TERRACE
258210,1.31670861764985,103.828357677349,ROBIN REGALIA,ROBIN ROAD
229743,1.30741552485521,103.839716313362,ALBA,CAIRNHILL RISE
118136,1.27980322314975,103.78590960328,VIVA VISTA,SOUTH BUONA VISTA ROAD
468760,1.31988226976015,103.953077243976,HELICONA LODGE,JALAN HAJI SALAM
248571,1.30281311576848,103.807246591877,PEIRCE VILLAS,PEIRCE HILL
667973,1.37652535037897,103.756538865376,HILLSTA,PHOENIX ROAD
259343,1.31736627540169,103.829151006468,CHIVERTON,EWE BOON ROAD
309972,1.32272793298027,103.847658788312,ONE AKYAB,AKYAB ROAD
598681,1.34172990201862,103.770477125911,TERRENE AT BUKIT TIMAH,JALAN JURONG KECHIL
259910,1.31586076836237,103.835497364364,BALMORAL RESIDENCES,BALMORAL CRESCENT
328373,1.32302236238002,103.851021455581,THE TIER,PEGU ROAD
NIL,1.31386633459335,103.858648665592,,BEATTY ROAD
219261,1.31423886255376,103.846333967549,THE MERLOT,KENG LEE ROAD
806709,1.38804682515211,103.857659681431,SUNRISE VILLA,SUNRISE AVENUE
398915,1.31194266781348,103.879213970964,CENTRAL IMPERIAL,LORONG 14 GEYLANG
469985,1.31077193296977,103.937977907606,BAYSHORE PARK,BAYSHORE ROAD
486398,1.32152105235854,103.957902829835,EASTWOOD REGENCY,EASTWOOD ROAD
429419,1.31393603577404,103.905968740281,CHIKU MANSIONS,CHIKU ROAD
239107,1.29758995084162,103.839605280604,LLOYD COURT,LLOYD ROAD
258474,1.31007076870259,103.819199080327,NASSIM MANSION,NASSIM HILL
425780,1.31232627767965,103.910392393704,NATURE MANSIONS,LORONG K TELOK KURAU
436914,1.29662403708871,103.874304548932,TANJONG RIA CONDOMINIUM,TANJONG RHU ROAD
NIL,1.27348919845633,103.842441366075,,LIM TECK KIM ROAD
268856,1.31479657978449,103.807552613946,GALLOP GABLES,FARRER ROAD
579982,1.36327136518956,103.830328315438,FABER GARDEN CONDOMINIUM,ANGKLONG LANE
118893,1.28250806936985,103.784830680986,VENTANA,PASIR PANJANG HILL
268849,1.31516351938164,103.805677426097,SPANISH VILLAGE,FARRER ROAD
118797,1.29087074155665,103.770066563415,VILLAGE @ PASIR PANJANG,PASIR PANJANG ROAD
574036,1.35166519162345,103.84155399401,BOONVIEW,MARYMOUNT TERRACE
329714,1.3221334282275,103.853199661872,OKIO,BALESTIER ROAD
575728,1.36099060483293,103.828974355886,FLAME TREE PARK,SIN MING AVENUE
259548,1.32102569890444,103.822172846509,DALVEY COURT,DALVEY ESTATE
307582,1.31491515345372,103.84484353068,KARTAR APARTMENTS,THOMSON ROAD
348899,1.33161965597447,103.871351651595,GPL TERRACE,KWONG AVENUE
387757,1.31267370389955,103.875594333898,ANGSANA@21,LORONG TAHAR
358828,1.3294306956247,103.867357251861,ONE LEICESTER,LEICESTER ROAD
248902,1.29498091823137,103.82996313913,KELLOCK LODGE,KELLOCK ROAD
469338,1.31522965274353,103.933965030045,CASAFINA,BEDOK SOUTH AVENUE 1
539101,1.34587194403589,103.871913721045,BARTLEY RISE ESTATE,EDEN GROVE
088642,1.27559528527258,103.837559859708,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD
289135,1.3333842493788,103.80586758791,GREENWOOD VILLAS,GREENWOOD PLACE
398150,1.31352657764502,103.888547680917,EVERGREEN VIEW,LORONG 36 GEYLANG
425781,1.31208372170509,103.908643115632,THE AMERY,LORONG K TELOK KURAU
NIL,1.31814179257992,103.761165466535,PARK WEST,JALAN LEMPENG
439424,1.3126339838129,103.894910348642,THE SILVER FIR,BUTTERWORTH LANE
NIL,1.344036138412,103.839441558476,,BRADDELL ROAD
328170,1.32333422243454,103.863847631639,EURO-ASIA APARTMENTS,SERANGOON ROAD
599435,1.33509798428682,103.770021350808,ENG KONG PARK,ENG KONG CRESCENT
248306,1.29510458679805,103.828511352677,STELLAR RV,RIVER VALLEY ROAD
259986,1.3127642929773,103.829096419662,AVALON,ANDERSON ROAD
118722,1.29155438052447,103.772379877483,PASIR PANJANG LODGE,PASIR PANJANG ROAD
426411,1.31627726515296,103.904948742515,STILLZ RESIDENCE,LORONG 108 CHANGI
228064,1.30225501929553,103.847854037789,WILKIE APARTMENTS,WILKIE ROAD
NIL,1.31212190917692,103.921312501953,,LOTHIAN TERRACE
423731,1.3064658693131,103.905318255744,TEMBELING CENTRE,TEMBELING ROAD
387394,1.31950741994174,103.881005290265,SIMS URBAN OASIS,SIMS DRIVE
549018,1.36080266789911,103.875018955207,HILBRE28,HILLSIDE DRIVE
218392,1.31495935076577,103.85355608987,LOFT @ RANGOON,RANGOON ROAD
247913,1.30556998912258,103.826602428146,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD
NIL,1.32823190221129,103.908330872987,,TEO KIM ENG ROAD
459107,1.31291496683249,103.924721677755,SPRINGVALE,EAST COAST ROAD
128810,1.31846830438559,103.761614078737,THE TRILINQ,JALAN LEMPENG
229391,1.30505879816493,103.839235848753,111 EMERALD HILL,EMERALD HILL ROAD
467560,1.31605923777527,103.940305276802,LUCKY VILLAS,LUCKY HEIGHTS
268686,1.31302913243706,103.794375471653,URBAN EDGE @ HOLLAND V,FORD AVENUE
438768,1.30820970588594,103.89867287524,HAIG LODGE,HAIG ROAD
425312,1.310127005818,103.910401565081,EBONY MANSIONS,LORONG M TELOK KURAU
289880,1.32522289753751,103.813021562629,ADAM PLACE,ADAM ROAD
669630,1.35636358959503,103.76176145932,THE LANAI,HILLVIEW AVENUE
158744,1.29056999681589,103.819000781728,ALEX RESIDENCES,ALEXANDRA VIEW
248368,1.29317347613804,103.828577644837,VALLEY PARK,RIVER VALLEY ROAD
309278,1.32150209525064,103.840218751872,GENTLE VILLAS,GENTLE DRIVE
547325,1.35954267127922,103.878262212624,PALM GROVE CONDOMINIUM,PALM GROVE AVENUE
NIL,1.35598011145725,103.825424167073,,WINDSOR PARK ROAD
259401,1.31189007698119,103.831669936767,THE DRAYCOTT,DRAYCOTT PARK
229628,1.3099086073372,103.843150652659,CAVENAGH COURT,CAVENAGH ROAD
588177,1.34241264188644,103.776539385406,BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD
307675,1.32530137326497,103.840941891677,PEAK COURT,THOMSON ROAD
439443,1.31282978234141,103.895910698856,WORTHINGTON,BUTTERWORTH LANE
577996,1.35213078257639,103.837615436312,THOMSON GARDEN ESTATE,JALAN ISNIN
NIL,1.35165777550782,103.83329344142,THOMSON RIDGE ESTATE,THOMSON RIDGE
NIL,1.2967448709897,103.836857532646,,THOMAS WALK
259279,1.31386654356057,103.806457246559,SOMMERVILLE GRANDEUR,FARRER DRIVE
425527,1.31236620457441,103.912225807473,LE CONNEY PARK,LORONG L TELOK KURAU
257939,1.31509261265676,103.825835852313,CASA UNO,STEVENS CLOSE
129207,1.32339070709017,103.757074759543,FABER CREST,FABER HEIGHTS
436886,1.29973724500131,103.884418085647,LA VILLE,TANJONG RHU ROAD
579719,1.34206867721841,103.841077228125,BRADDELL VIEW,BRADDELL HILL
NIL,1.33671803874979,103.691122030252,,YUNNAN ROAD
239977,1.30251716129555,103.829469250792,ORCHARD VIEW,ANGULLIA PARK
118166,1.28115860781559,103.787759973633,BAYVILLE CONDOMINIUM,SOUTH BUONA VISTA ROAD
228519,1.30845412429129,103.835456199061,HIGH POINT,MOUNT ELIZABETH
829692,1.41686608242759,103.90536780073,PONGGOL PARK,PONGGOL SEVENTEENTH AVENUE
297727,1.33165889516438,103.841709167232,SKY@ELEVEN,THOMSON LANE
789154,1.38798767292942,103.835197812657,LENTOR VIEW,LENTOR LANE
188351,1.30014492491197,103.849871241878,SELEGIE CENTRE,SELEGIE ROAD
328498,1.32866524071255,103.864495743933,M66,MOONSTONE LANE
596935,1.33806255882288,103.764932244536,VISTA GARDEN,TOH TUCK CRESCENT
238252,1.29008329941019,103.83919917691,THE QUAYSIDE,ROBERTSON QUAY
018980,1.27962579891802,103.854987203774,MARINA BAY RESIDENCES,MARINA BOULEVARD
768066,1.41837596090404,103.847110682477,SKIES MILTONIA,MILTONIA CLOSE
118860,1.28162632104245,103.784869452404,THE GRANDHILL,PASIR PANJANG HILL
NIL,1.30473279579832,103.84861475946,,MOUNT EMILY ROAD
NIL,1.35580884257955,103.880390372006,,UPPER SERANGOON ROAD
528574,1.35196659297496,103.928141877106,THE SANTORINI,TAMPINES STREET 86
439204,1.30999599955704,103.895761340125,DUNMAN PLACE,DUNMAN ROAD
259708,1.31643963008362,103.835487584433,BALMORAL PLAZA,BUKIT TIMAH ROAD
228025,1.30280720204935,103.84884045828,LIV ON WILKIE,WILKIE TERRACE
288764,1.33651895268454,103.78959798177,SWISS CLUB PARK,JALAN SENANDONG
534543,1.3457168822561,103.871555363353,PRESTO@UPPER SERANGOON,UPPER SERANGOON ROAD
308092,1.31818439913909,103.846394220029,MULBERRY TREE,MOULMEIN ROAD
NIL,1.30329884939922,103.900774040942,,MOUNTBATTEN ROAD
308133,1.31953328897073,103.84662602278,CITY EDGE,MOULMEIN RISE
598434,1.34286376469904,103.767849462251,PATENT PLACE,JALAN RAJAWALI
NIL,1.29741406615935,103.83007375678,,HOOT KIAM ROAD
NIL,1.31022188230272,103.876641754539,TORIEVILLE,LORONG 6 GEYLANG
NIL,1.31087501214347,103.925146350126,,SIGLAP ROAD
259555,1.32120450199928,103.821565541132,D' DALVEY,DALVEY ESTATE
099200,1.26890032012283,103.824635539269,MOUNT FABER LODGE,MOUNT FABER ROAD
609784,1.34331070816856,103.733218675595,PARC OASIS,JURONG EAST AVENUE 1
548432,1.35999137369181,103.876370522111,RESIDENCES @ JANSEN,JANSEN ROAD
238365,1.29556297139717,103.834235479423,YONG AN PARK,RIVER VALLEY ROAD
NIL,1.29082006581429,103.832880484375,,ZION ROAD
398298,1.31269794714049,103.886776844129,NESS,LORONG 32 GEYLANG
258380,1.3085693549706,103.824738483864,BEAUFORT ON NASSIM,NASSIM ROAD
438951,1.3122590317137,103.893139764788,SIGNATURE CREST,GRAY LANE
218746,1.30998179213472,103.852952005462,28 RC SUITES,RACE COURSE LANE
NIL,1.33548977361326,103.768178266465,,ENG KONG ROAD
NIL,1.31149701589602,103.861148355875,,HAMILTON ROAD
249116,1.29278985128841,103.824641651771,ONE JERVOIS,JERVOIS CLOSE
549310,1.36201245709637,103.876831381437,GLASGOW TERRACE,GLASGOW ROAD
537643,1.35530904178245,103.887857183262,THE PROMENADE@PELIKAT,JALAN PELIKAT
118699,1.29054692058661,103.774606037683,GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD
259420,1.30921417343679,103.830896270749,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE
479260,1.33787070972749,103.928514706964,WATERFRONT GOLD,BEDOK RESERVOIR ROAD
428363,1.30646012051336,103.912338871928,GRACIOUS MANSIONS,JALAN RENDANG
437997,1.29815062813169,103.88660777046,MEYER MELODIA,MEYER PLACE
NIL,1.31780058231914,103.909804638561,,LORONG 110 CHANGI
519925,1.38067512056813,103.947999709784,PASIR RIS BEACH PARK,ELIAS ROAD
659804,1.35308068267665,103.756145809157,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5
159192,1.29409222822721,103.818107585883,CLYDESVIEW,JERVOIS LANE
NIL,1.38896999398326,103.840286724305,,COUNTRYSIDE ROAD
545408,1.36833010894563,103.880082292857,PARK VILLAS,PARK VILLAS GREEN
NIL,1.36752874987127,103.864618250632,,COWDRAY AVENUE
437979,1.29676971721776,103.887997955295,THE SEAFRONT ON MEYER,MEYER ROAD
677673,1.37866587809351,103.763958370107,HILLION RESIDENCES,JELEBU ROAD
098023,1.264909239983,103.816194929923,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE
229660,1.30476841160308,103.837900951997,THE LAURELS,CAIRNHILL ROAD
757773,1.43840522336946,103.825031498381,SEMBAWANG VILLAS,SEMBAWANG PLACE
NIL,1.39034368898408,103.856308158847,,SUNRISE AVENUE
329857,1.32716874474257,103.845518560598,MONVILLE MANSIONS,BALESTIER ROAD
596684,1.33864136065559,103.769378713335,THE CREEK @ BUKIT,TOH TUCK ROAD
238024,1.29328788237917,103.840194251765,THE WHARF RESIDENCE,TONG WATT ROAD
828771,1.40279622361049,103.897036918947,TWIN WATERFALLS,PUNGGOL WALK
437918,1.29693793396581,103.892708682576,THE MEYERISE,MEYER ROAD
398922,1.31173476188364,103.878814971086,WING FONG COURT,LORONG 14 GEYLANG
357799,1.3295804421211,103.868188327271,18 WOODSVILLE,WOODSVILLE CLOSE
424262,1.30502099566752,103.906866449608,MARINE MANSION,SEA AVENUE
648305,1.34300396755512,103.719009651994,THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE
159967,1.29050566271655,103.822587341402,ALESSANDREA,ALEXANDRA ROAD
258468,1.3071348097107,103.822118776986,THE LOFT,NASSIM HILL
NIL,1.30917274080058,103.913299706791,,EAST COAST ROAD
NIL,1.32132770207488,103.823071476404,ROYALVILLE,BUKIT TIMAH ROAD
286653,1.32706139899591,103.812896184321,SHELFORD SUITES,SHELFORD ROAD
NIL,1.34617082045404,103.934375716261,,TAMPINES AVENUE 1
268798,1.32738940613814,103.794967747534,AVENUE VILLAS,FIFTH AVENUE
596299,1.33951187752814,103.766105189807,TECK HIANG GARDENS,TOH TUCK ROAD
267808,1.32391172862329,103.793119743877,SELBY GARDENS,LIM TAI SEE WALK
278575,1.3126344871372,103.798064584264,SYLVAN LODGE,HOLLAND ROAD
NIL,1.3637258130209,103.86336191331,,MEDWAY DRIVE
NIL,1.35553532915036,103.829944184134,,JASMINE ROAD
NIL,1.3190114766249,103.938026408534,,SENNETT AVENUE
239229,1.29673751056688,103.833005726294,RIVERSHIRE,LEONIE HILL
238843,1.30197804494229,103.839758893141,THE CENTREPOINT,ORCHARD ROAD
229634,1.30456263679735,103.840803612742,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD
228240,1.30999017846254,103.835499682233,THE SCOTTS TOWER,SCOTTS ROAD
329564,1.32571303801231,103.845508907095,DOMUS,IRRAWADDY ROAD
423763,1.31752405779934,103.908900623692,PARC ELEGANCE,TELOK KURAU ROAD
NIL,1.32132770207488,103.823071476404,,BUKIT TIMAH ROAD
208749,1.30899555275518,103.862659611708,CITYLIGHTS,JELLICOE ROAD
NIL,1.31281683141407,103.823397100293,,FERNHILL ROAD
428762,1.30414392147879,103.903040922862,MODA,EAST COAST ROAD
574493,1.37640117158381,103.832783405644,HORIZON GREEN,THOMSON WALK
089692,1.27803103115052,103.842388230572,CRAIG PLACE,CRAIG ROAD
NIL,1.33643923410832,103.778469037253,SHERWOOD TOWER,JALAN ANAK BUKIT
509042,1.37785777194847,103.958248115737,WATERCREST,LOYANG BESAR CLOSE
NIL,1.31259400844669,103.919030733913,,DUNBAR WALK
329928,1.32129563232504,103.852526109528,ROCCA BALESTIER,BALESTIER ROAD
229656,1.30338201077413,103.838016822276,CAIRNHILL CONSERVATION AREA,CAIRNHILL ROAD
758382,1.42690781299772,103.826051896017,SEMBAWANG COTTAGE,SEMBAWANG ROAD
NIL,1.30998581183292,103.901976297639,,JOO CHIAT ROAD
118571,1.27880964969522,103.787553932401,PASIR VIEW PARK,PASIR PANJANG ROAD
098178,1.24262973934332,103.83555284543,THE GREEN COLLECTION,COVE DRIVE
269129,1.32435817699763,103.802950969041,DUCHESS CREST,DUCHESS AVENUE
NIL,1.31358330191189,103.850566785038,,DORSET ROAD
307740,1.31640035574622,103.841671833933,SUITES @ NEWTON,SURREY ROAD
249569,1.29878089230658,103.826677483859,GRAMERCY PARK,GRANGE ROAD
669605,1.35693289291638,103.759575759891,MONTROSA,HILLVIEW AVENUE
NIL,1.32786410895452,103.943741228771,,TANAH MERAH KECHIL ROAD
238115,1.298645121408,103.836153560922,ST THOMAS SUITES,THOMAS WALK
NIL,1.30975709032866,103.802353073236,HOLLAND HILL PARK,HOLLAND HILL
509311,1.3617499269577,103.970699742066,CHANGI GROVE,JALAN MARIAM
518155,1.37671114421801,103.95992630291,WATERCOLOURS,PASIR RIS LINK
