Postal,Latitude,Longitude,Project,Street,District,Rent,PricePerSqft
768066,1.41837596090404,103.847110682477,SKIES MILTONIA,MILTONIA CLOSE,7.0,1900.0,2.38
118860,1.28162632104245,103.78486945240401,THE GRANDHILL,PASIR PANJANG HILL,16.0,2150.0,2.39
NIL,1.3047327957983201,103.84861475945999,,MOUNT EMILY ROAD,,,
NIL,1.3558088425795503,103.88039037200599,,UPPER SERANGOON ROAD,,,
528574,1.3519665929749598,103.928141877106,THE SANTORINI,TAMPINES STREET 86,10.0,18000.0,2.4
439204,1.30999599955704,103.895761340125,DUNMAN PLACE,DUNMAN ROAD,15.0,3600.0,2.4
259708,1.31643963008362,103.835487584433,BALMORAL PLAZA,BUKIT TIMAH ROAD,15.0,2400.0,2.4
228025,1.3028072020493502,103.84884045828001,LIV ON WILKIE,WILKIE TERRACE,19.0,2400.0,2.4
288764,1.33651895268454,103.78959798177,SWISS CLUB PARK,JALAN SENANDONG,17.0,2400.0,2.4
534543,1.3457168822561,103.87155536335301,PRESTO@UPPER SERANGOON,UPPER SERANGOON ROAD,17.0,2400.0,2.4
308092,1.31818439913909,103.846394220029,MULBERRY TREE,MOULMEIN ROAD,19.0,6000.0,2.4
NIL,1.30329884939922,103.900774040942,,MOUNTBATTEN ROAD,,,
308133,1.31953328897073,103.84662602278,CITY EDGE,MOULMEIN RISE,15.0,3600.0,2.4
598434,1.34286376469904,103.767849462251,PATENT PLACE,JALAN RAJAWALI,15.0,3600.0,2.4
NIL,1.29741406615935,103.83007375678001,,HOOT KIAM ROAD,,,
NIL,1.3102218823027199,103.876641754539,TORIEVILLE,LORONG 6 GEYLANG,14.0,2400.0,2.4
NIL,1.3108750121434698,103.925146350126,,SIGLAP ROAD,,,
259555,1.32120450199928,103.82156554113199,D' DALVEY,DALVEY ESTATE,21.0,2400.0,2.4
099200,1.2689003201228302,103.82463553926901,MOUNT FABER LODGE,MOUNT FABER ROAD,21.0,2400.0,2.4
609784,1.34331070816856,103.733218675595,PARC OASIS,JURONG EAST AVENUE 1,21.0,2400.0,2.4
548432,1.3599913736918101,103.876370522111,RESIDENCES @ JANSEN,JANSEN ROAD,15.0,4100.0,2.41
238365,1.29556297139717,103.83423547942301,YONG AN PARK,RIVER VALLEY ROAD,15.0,5300.0,2.41
NIL,1.29082006581429,103.832880484375,,ZION ROAD,,,
398298,1.31269794714049,103.886776844129,NESS,LORONG 32 GEYLANG,15.0,5300.0,2.41
258380,1.3085693549706001,103.824738483864,BEAUFORT ON NASSIM,NASSIM ROAD,14.0,2650.0,2.41
438951,1.3122590317137,103.893139764788,SIGNATURE CREST,GRAY LANE,19.0,2650.0,2.41
218746,1.3099817921347199,103.852952005462,28 RC SUITES,RACE COURSE LANE,23.0,2900.0,2.42
NIL,1.33548977361326,103.768178266465,,ENG KONG ROAD,,,
NIL,1.3114970158960202,103.861148355875,,HAMILTON ROAD,,,
249116,1.29278985128841,103.82464165177099,ONE JERVOIS,JERVOIS CLOSE,15.0,2900.0,2.42
549310,1.36201245709637,103.876831381437,GLASGOW TERRACE,GLASGOW ROAD,19.0,2900.0,2.42
537643,1.35530904178245,103.887857183262,THE PROMENADE@PELIKAT,JALAN PELIKAT,15.0,3400.0,2.43
118699,1.2905469205866102,103.77460603768299,GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD,19.0,3400.0,2.43
259420,1.3092141734367901,103.830896270749,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,11.0,8500.0,2.43
479260,1.33787070972749,103.928514706964,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,11.0,8500.0,2.43
428363,1.3064601205133601,103.912338871928,GRACIOUS MANSIONS,JALAN RENDANG,19.0,3400.0,2.43
437997,1.29815062813169,103.88660777045999,MEYER MELODIA,MEYER PLACE,10.0,7300.0,2.43
NIL,1.3178005823191399,103.909804638561,,LORONG 110 CHANGI,,,
519925,1.38067512056813,103.947999709784,PASIR RIS BEACH PARK,ELIAS ROAD,15.0,2200.0,2.44
659804,1.35308068267665,103.756145809157,REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,14.0,2200.0,2.44
159192,1.2940922282272098,103.81810758588301,CLYDESVIEW,JERVOIS LANE,17.0,2200.0,2.44
NIL,1.38896999398326,103.840286724305,,COUNTRYSIDE ROAD,,,
545408,1.36833010894563,103.880082292857,PARK VILLAS,PARK VILLAS GREEN,14.0,2200.0,2.44
NIL,1.36752874987127,103.864618250632,,COWDRAY AVENUE,,,
437979,1.29676971721776,103.88799795529499,THE SEAFRONT ON MEYER,MEYER ROAD,16.0,2200.0,2.44
677673,1.37866587809351,103.763958370107,HILLION RESIDENCES,JELEBU ROAD,9.0,6100.0,2.44
098023,1.264909239983,103.816194929923,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,19.0,2200.0,2.44
229660,1.30476841160308,103.837900951997,THE LAURELS,CAIRNHILL ROAD,16.0,2200.0,2.44
757773,1.4384052233694602,103.82503149838101,SEMBAWANG VILLAS,SEMBAWANG PLACE,16.0,2200.0,2.44
NIL,1.39034368898408,103.85630815884701,,SUNRISE AVENUE,,,
329857,1.3271687447425702,103.845518560598,MONVILLE MANSIONS,BALESTIER ROAD,20.0,2700.0,2.45
596684,1.3386413606555903,103.769378713335,THE CREEK @ BUKIT,TOH TUCK ROAD,16.0,2700.0,2.45
238024,1.2932878823791698,103.840194251765,THE WHARF RESIDENCE,TONG WATT ROAD,15.0,2700.0,2.45
828771,1.40279622361049,103.897036918947,TWIN WATERFALLS,PUNGGOL WALK,14.0,2700.0,2.45
437918,1.29693793396581,103.89270868257601,THE MEYERISE,MEYER ROAD,20.0,2700.0,2.45
398922,1.31173476188364,103.878814971086,WING FONG COURT,LORONG 14 GEYLANG,13.0,2700.0,2.45
357799,1.3295804421211002,103.868188327271,18 WOODSVILLE,WOODSVILLE CLOSE,13.0,2700.0,2.45
424262,1.30502099566752,103.906866449608,MARINE MANSION,SEA AVENUE,9.0,2700.0,2.45
648305,1.34300396755512,103.719009651994,THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,14.0,2700.0,2.45
159967,1.29050566271655,103.822587341402,ALESSANDREA,ALEXANDRA ROAD,20.0,2700.0,2.45
258468,1.3071348097106998,103.822118776986,THE LOFT,NASSIM HILL,11.0,4900.0,2.45
NIL,1.30917274080058,103.913299706791,,EAST COAST ROAD,,,
NIL,1.32132770207488,103.823071476404,ROYALVILLE,BUKIT TIMAH ROAD,18.0,2700.0,2.45
286653,1.32706139899591,103.812896184321,SHELFORD SUITES,SHELFORD ROAD,9.0,3200.0,2.46
NIL,1.3461708204540401,103.934375716261,,TAMPINES AVENUE 1,,,
268798,1.32738940613814,103.794967747534,AVENUE VILLAS,FIFTH AVENUE,14.0,2950.0,2.46
596299,1.33951187752814,103.76610518980699,TECK HIANG GARDENS,TOH TUCK ROAD,16.0,3200.0,2.46
267808,1.32391172862329,103.79311974387699,SELBY GARDENS,LIM TAI SEE WALK,16.0,3200.0,2.46
278575,1.3126344871372,103.798064584264,SYLVAN LODGE,HOLLAND ROAD,16.0,3200.0,2.46
NIL,1.3637258130208998,103.86336191330999,,MEDWAY DRIVE,,,
NIL,1.3555353291503602,103.829944184134,,JASMINE ROAD,,,
NIL,1.3190114766249,103.93802640853399,,SENNETT AVENUE,,,
239229,1.29673751056688,103.833005726294,RIVERSHIRE,LEONIE HILL,14.0,3200.0,2.46
238843,1.30197804494229,103.839758893141,THE CENTREPOINT,ORCHARD ROAD,19.0,3200.0,2.46
229634,1.30456263679735,103.84080361274201,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,9.0,4200.0,2.47
228240,1.30999017846254,103.835499682233,THE SCOTTS TOWER,SCOTTS ROAD,11.0,7400.0,2.47
329564,1.32571303801231,103.845508907095,DOMUS,IRRAWADDY ROAD,10.0,17500.0,2.5
423763,1.3175240577993401,103.90890062369199,PARC ELEGANCE,TELOK KURAU ROAD,11.0,5000.0,2.5
NIL,1.32132770207488,103.823071476404,,BUKIT TIMAH ROAD,,,
208749,1.30899555275518,103.862659611708,CITYLIGHTS,JELLICOE ROAD,11.0,5000.0,2.5
NIL,1.3128168314140702,103.82339710029301,,FERNHILL ROAD,,,
428762,1.30414392147879,103.90304092286199,MODA,EAST COAST ROAD,10.0,5000.0,2.5
574493,1.3764011715838103,103.832783405644,HORIZON GREEN,THOMSON WALK,10.0,3500.0,2.5
089692,1.27803103115052,103.842388230572,CRAIG PLACE,CRAIG ROAD,23.0,2000.0,2.5
NIL,1.33643923410832,103.778469037253,SHERWOOD TOWER,JALAN ANAK BUKIT,27.0,2500.0,2.5
509042,1.37785777194847,103.95824811573699,WATERCREST,LOYANG BESAR CLOSE,27.0,2000.0,2.5
NIL,1.31259400844669,103.919030733913,,DUNBAR WALK,,,
329928,1.32129563232504,103.85252610952801,ROCCA BALESTIER,BALESTIER ROAD,15.0,3250.0,2.5
229656,1.3033820107741299,103.838016822276,CAIRNHILL CONSERVATION AREA,CAIRNHILL ROAD,9.0,8750.0,2.5
758382,1.42690781299772,103.82605189601699,SEMBAWANG COTTAGE,SEMBAWANG ROAD,19.0,2500.0,2.5
NIL,1.30998581183292,103.90197629763901,,JOO CHIAT ROAD,,,
118571,1.27880964969522,103.78755393240101,PASIR VIEW PARK,PASIR PANJANG ROAD,15.0,2750.0,2.5
098178,1.24262973934332,103.83555284543002,THE GREEN COLLECTION,COVE DRIVE,15.0,3500.0,2.5
269129,1.3243581769976298,103.802950969041,DUCHESS CREST,DUCHESS AVENUE,17.0,2000.0,2.5
NIL,1.3135833019118899,103.850566785038,,DORSET ROAD,,,
307740,1.3164003557462198,103.84167183393299,SUITES @ NEWTON,SURREY ROAD,23.0,3500.0,2.5
249569,1.29878089230658,103.826677483859,GRAMERCY PARK,GRANGE ROAD,14.0,3000.0,2.5
669605,1.35693289291638,103.75957575989099,MONTROSA,HILLVIEW AVENUE,14.0,3000.0,2.5
NIL,1.32786410895452,103.943741228771,,TANAH MERAH KECHIL ROAD,,,
238115,1.298645121408,103.836153560922,ST THOMAS SUITES,THOMAS WALK,14.0,2750.0,2.5
NIL,1.30975709032866,103.802353073236,HOLLAND HILL PARK,HOLLAND HILL,14.0,3000.0,2.5
509311,1.3617499269577,103.970699742066,CHANGI GROVE,JALAN MARIAM,16.0,2000.0,2.5
518155,1.37671114421801,103.95992630291,WATERCOLOURS,PASIR RIS LINK,10.0,4500.0,2.5
159015,1.29206563082923,103.817295243256,TANGLIN VIEW,PRINCE CHARLES CRESCENT,21.0,2000.0,2.5
469569,1.32151192590168,103.95443640619601,COUNTRY PARK CONDOMINIUM,BEDOK ROAD,11.0,6250.0,2.5
618726,1.33179151215894,103.724203131073,LAKE LIFE,TAO CHING ROAD,14.0,2000.0,2.5
439865,1.29953088366938,103.899817468941,AMBER POINT,AMBER ROAD,5.0,6750.0,2.5
NIL,1.29741406615935,103.83007375678001,,HOOT KIAM ROAD,,,
NIL,1.29854037898019,103.886730782754,THE MEYER PLACE,MEYER PLACE,13.0,3250.0,2.5
568983,1.3722373756983302,103.835575805252,WELLINGTON PARK,ELLINGTON SQUARE,12.0,2500.0,2.5
259760,1.3225731693491498,103.814245542255,CLUNY COURT,BUKIT TIMAH ROAD,11.0,7500.0,2.5
259328,1.3167117072975,103.831260884709,PALM SPRING,EWE BOON ROAD,12.0,3000.0,2.5
218814,1.31579600181524,103.852803381016,KENTISH LODGE,OXFORD ROAD,12.0,3000.0,2.5
238748,1.29823105071516,103.842169287766,OXLEY GARDEN,OXLEY GARDEN,18.0,15000.0,2.5
259820,1.31488980124556,103.832928141724,VOLARI,BALMORAL ROAD,15.0,2000.0,2.5
NIL,1.37213583932585,103.768039068818,CASHEW HEIGHTS CONDOMINIUM,CASHEW ROAD,17.0,2000.0,2.5
NIL,1.29592254754924,103.854865648531,,SEAH STREET,,,
268831,1.3133618742151598,103.80548954557501,SUTTON PLACE,FARRER ROAD,8.0,3000.0,2.5
NIL,1.33748407521285,103.959661548482,,UPPER CHANGI ROAD,,,
278541,1.3105680797861998,103.801793422088,THE ESTORIL,HOLLAND ROAD,19.0,3000.0,2.5
NIL,1.37169704092361,103.769259171356,,CASHEW CRESCENT,,,
NIL,1.3161456950892299,103.90211730486601,,LORONG 104 CHANGI,,,
228084,1.30309676804775,103.846902022519,WILKIE 87,WILKIE ROAD,19.0,2500.0,2.5
358458,1.33057571803681,103.867633781248,AO JIANG APARTMENTS,MEYAPPA CHETTIAR ROAD,19.0,2500.0,2.5
417958,1.3205334041426202,103.90577242205799,SUITES @ EUNOS,JALAN YASIN,13.0,2000.0,2.5
259822,1.31410302579534,103.830117618271,TREASURE ON BALMORAL,BALMORAL ROAD,19.0,3000.0,2.5
535689,1.3462198480104097,103.87195101176201,THE SUNSHINE,SUNSHINE TERRACE,19.0,3000.0,2.5
NIL,1.31405219760035,103.791269461812,TOHO MANSION,HOLLAND ROAD,10.0,5000.0,2.5
417659,1.3283117957360802,103.91267418266399,D - HERITAGE APARTMENTS,LENGKONG EMPAT,10.0,5000.0,2.5
NIL,1.29589170132349,103.825616506538,,CABLE ROAD,,,
NIL,1.31417574516647,103.849438289401,,TRURO ROAD,,,
258887,1.3093504645626899,103.806952731688,VERDURE,HOLLAND ROAD,19.0,2000.0,2.5
548130,1.3582362967502701,103.88147863421699,KOVAN CREST,KOVAN ROAD,19.0,2000.0,2.5
678267,1.3760824562769198,103.763653684562,MAYSPRINGS,PETIR ROAD,8.0,3500.0,2.5
426118,1.31707778865881,103.912586407217,THE AMBRA,LORONG H TELOK KURAU,8.0,3000.0,2.5
NIL,1.31404481904116,103.806948239034,POLLEN & BLEU,FARRER DRIVE,8.0,3500.0,2.5
398628,1.3120699913603702,103.883562422294,THE OCTET,LORONG 24 GEYLANG,11.0,2500.0,2.5
289448,1.33586044945771,103.806541742377,HILLCREST PARK,GREENMEAD AVENUE,11.0,2500.0,2.5
327977,1.32638091456351,103.86384065496999,CITY REGENCY,MICHAEL'S ROAD,12.0,2500.0,2.5
258868,1.30953812077317,103.806260290037,HOLLAND MEWS,HOLLAND ROAD,20.0,4000.0,2.5
NIL,1.32115631416385,103.793605097983,,JALAN AMPANG,,,
218817,1.3155437396471201,103.85248936542801,OXFORD SUITES,OXFORD ROAD,19.0,3500.0,2.5
486850,1.3449248541695402,103.963300627964,CHANGI GREEN,UPPER CHANGI ROAD EAST,19.0,3000.0,2.5
465501,1.32428874155931,103.92878854865499,BEDOK RESIDENCES,BEDOK NORTH DRIVE,19.0,3000.0,2.5
238258,1.29204842022799,103.83639517422199,RIVERGATE,ROBERTSON QUAY,19.0,3000.0,2.5
219250,1.3130532793945802,103.847585369175,KENG LEE COURT,KENG LEE ROAD,19.0,3000.0,2.5
534260,1.3739325748107702,103.901140296964,THE FLORIDA,HOUGANG AVENUE 7,12.0,3500.0,2.5
NIL,1.29141476823963,103.77092919965,,PASIR PANJANG ROAD,,,
536412,1.3491799987780801,103.878657712313,ROSALIA PARK,LORONG ONG LYE,10.0,7000.0,2.5
148958,1.29847306939968,103.80101770180401,QUEENS,STIRLING ROAD,10.0,7500.0,2.5
738087,1.4454549806715802,103.80625124532499,NORTHOAKS,WOODLANDS CRESCENT,10.0,7000.0,2.5
539766,1.34430180599293,103.87298147093,THE QUINN,BARTLEY ROAD,10.0,7500.0,2.5
NIL,1.34179541956966,103.785025683971,,HUA GUAN AVENUE,,,
NIL,1.35574080714265,103.872724055114,,BOUNDARY ROAD,,,
389758,1.3168663519738502,103.88886458181601,SIMSVILLE,GEYLANG EAST AVENUE 2,9.0,3000.0,2.5
436608,1.2963222639791698,103.87211557135201,WATER PLACE,TANJONG RHU ROAD,9.0,3250.0,2.5
738202,1.4272040487460198,103.775571521814,CENTURY WOODS,WOODGROVE WALK,14.0,2500.0,2.5
567707,1.3915146478717801,103.850733365532,FLORAVIEW,ANG MO KIO STREET 66,10.0,6300.0,2.52
424758,1.30626143546696,103.90345516449301,TERRACE VIEW,ONAN ROAD,15.0,4300.0,2.53
548132,1.3581662426840702,103.881182455343,KOVAN ESQUIRE,KOVAN ROAD,15.0,4300.0,2.53
169588,1.29009467445891,103.83009224475401,EMERALD PARK,INDUS ROAD,15.0,4300.0,2.53
NIL,1.29380993028204,103.825774999014,SEVEN HOLT ROAD,HOLT ROAD,15.0,3800.0,2.53
416736,1.31938865434613,103.908010725846,THE VINES,LORONG SARINA,15.0,6100.0,2.54
269707,1.32383512178761,103.809999570047,CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,11.0,6359.0,2.54
109026,1.27249762150495,103.807425370143,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,21.0,3300.0,2.54
806262,1.39119862454272,103.854699551753,FLORIDA PARK,SUNRISE WAY,19.0,3300.0,2.54
468536,1.3234779775668701,103.94932238778,BEDOKVILLE,JALAN LIMAU BALI,11.0,3300.0,2.54
509383,1.3786080508885101,103.957088540398,LOYANG GARDENS,JALAN LOYANG BESAR,19.0,3050.0,2.54
NIL,1.3218870740848898,103.805349164107,,CORONATION DRIVE,,,
559265,1.36067569851296,103.873254343775,BRIGHTON VIEW,BRIGHTON AVENUE,10.0,2800.0,2.55
276310,1.3321774181960502,103.789228650764,THE TESSARINA,WILBY ROAD,23.0,2800.0,2.55
579801,1.3477044521091899,103.84302176065,RAFFLESIA CONDOMINIUM,BISHAN STREET 21,23.0,2800.0,2.55
507502,1.3626387416468702,103.96401885803301,LOYANG VILLAS,LOYANG RISE,23.0,2550.0,2.55
297975,1.3267783460571,103.819210355991,TUDOR TEN,TUDOR CLOSE,23.0,2800.0,2.55
357710,1.344243662233,103.861136777012,DUNSFOLD RESIDENCES,DUNSFOLD DRIVE,14.0,3060.0,2.55
117451,1.28857870447408,103.777218654539,LYNNSVILLE 331,PASIR PANJANG ROAD,14.0,2800.0,2.55
808047,1.3833443936413898,103.86378740956499,MIMOSA PARK,MIMOSA CRESCENT,14.0,2800.0,2.55
NIL,1.31077293553134,103.899849716962,,CARPMAEL ROAD,,,
424482,1.31487132102133,103.89720779925501,GALAXY TOWERS,ONAN ROAD,14.0,2800.0,2.55
588635,1.34380014079045,103.787950670184,BINJAI CREST,JALAN KAMPONG CHANTEK,19.0,2800.0,2.55
278636,1.3186308179908899,103.780686822116,QUINTERRA,HOLLAND ROAD,11.0,2800.0,2.55
NIL,1.3847320867776,103.87436901169,,JALAN KETUMBIT,,,
258685,1.31064677029553,103.825226665699,SHANGRI-LA RESIDENCES,LADY HILL ROAD,15.0,2800.0,2.55
669618,1.36303305207317,103.76591919328399,HILLVIEW PARK,HILLVIEW AVENUE,5.0,2800.0,2.55
NIL,1.32110045487335,103.835851113132,,BARKER ROAD,,,
828760,1.40707857908411,103.901642416149,WATERTOWN,PUNGGOL CENTRAL,14.0,2300.0,2.56
429026,1.3094122281518301,103.912606742916,HERITAGE EAST,EAST COAST ROAD,14.0,2300.0,2.56
NIL,1.3583316178751799,103.760010714342,,JALAN REMAJA,,,
NIL,1.30709512511284,103.82112831028401,NASSIM WOODS,NASSIM HILL,19.0,2050.0,2.56
228867,1.31317508970175,103.84379589573,PARC CENTENNIAL,KAMPONG JAVA ROAD,13.0,2300.0,2.56
248184,1.2953224949112299,103.827818619662,CHARLESTON,SHANGHAI ROAD,16.0,2300.0,2.56
258117,1.31458588919369,103.836877329386,THE HERMITAGE,SARKIES ROAD,16.0,2300.0,2.56
117526,1.27866845329678,103.78776708715598,MENDON SPRING,PASIR PANJANG ROAD,16.0,2300.0,2.56
807586,1.38105338728248,103.863805420837,NIM GARDENS,NIM ROAD,9.0,4100.0,2.56
219606,1.3131809181540701,103.84780581641701,CARLYX GREEN,CARLISLE ROAD,10.0,3600.0,2.57
NIL,1.36632659856196,103.86422643029199,,PORTCHESTER AVENUE,,,
138643,1.3017332215461999,103.790000677857,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,23.0,5400.0,2.57
NIL,1.3215105815212902,103.94826798968701,,KEW LANE,,,
455208,1.31312519718197,103.92632573468399,CRESCENDO BUILDING,UPPER EAST COAST ROAD,7.0,3600.0,2.57
387951,1.31592711089773,103.88894872228,FUYUEN COURT,LORONG 35 GEYLANG,15.0,3600.0,2.57
NIL,1.33115314298847,103.79132710268101,,CYPRESS AVENUE,,,
399849,1.3141912980356798,103.891500511283,GRANDLINK SQUARE,GUILLEMARD ROAD,15.0,3100.0,2.58
423838,1.31169206684251,103.91161241774999,TELOK MANSION,TELOK KURAU ROAD,17.0,1550.0,2.58
259798,1.3148362932553799,103.831578486871,THE OLIV,BALMORAL ROAD,11.0,6200.0,2.58
307666,1.32398367225834,103.841435371237,THOMSON VALE,THOMSON ROAD,19.0,3100.0,2.58
558457,1.35552594932454,103.866505161185,LA QUINTA PARK,CHUAN WALK,8.0,3100.0,2.58
249723,1.3049000874396002,103.826849935038,CUSCADEN RESIDENCES,CUSCADEN ROAD,11.0,3100.0,2.58
528692,1.34926983619196,103.926962212323,WATERVIEW,TAMPINES AVENUE 1,15.0,4400.0,2.59
NIL,1.3209439577030402,103.947927205224,,KEW AVENUE,,,
439866,1.29965226936593,103.89882923197901,16 @ AMBER,AMBER ROAD,10.0,2600.0,2.6
249063,1.29488940916723,103.816655765912,JERVOIS MEADOWS,JERVOIS ROAD,15.0,2600.0,2.6
289854,1.3354715414013798,103.808930802999,HILLCREST ARCADIA,ARCADIA ROAD,9.0,6500.0,2.6
546920,1.3633753932994,103.874531123321,3@PHILLIPS,PHILLIPS AVENUE,19.0,2600.0,2.6
NIL,1.32244111959336,103.95342622147498,,BILAL LANE,,,
NIL,1.3213805832140701,103.911218198561,,LORONG MYDIN,,,
398485,1.31225828970309,103.884662556039,GUILIN COURT,LORONG 26 GEYLANG,23.0,2600.0,2.6
328784,1.3261183675530301,103.85349601962,D'LOTUS,LORONG AMPAS,23.0,2600.0,2.6
259750,1.32104508345248,103.822639719508,THE LEGACY,BUKIT TIMAH ROAD,23.0,2600.0,2.6
466507,1.3157814810613502,103.94142451602501,THE BAYCOURT,UPPER EAST COAST ROAD,10.0,2600.0,2.6
439872,1.3004607928715,103.90119770229201,THE CAPE,AMBER ROAD,9.0,2600.0,2.6
425571,1.3129561344729,103.915002346739,LIVINGSTON MANSIONS,LORONG L TELOK KURAU,15.0,6500.0,2.6
NIL,1.31161466226623,103.881311583582,,LORONG 20 GEYLANG,,,
189022,1.2979112266005,103.85633720573401,LIANG SEAH PLACE,LIANG SEAH STREET,19.0,2600.0,2.6
NIL,1.40629140646426,103.822576133351,,SPRINGSIDE VIEW,,,
188098,1.29831078487357,103.85665227988501,TANQUEELAN SUITES,TAN QUEE LAN STREET,15.0,3900.0,2.6
NIL,1.32372191494195,103.853242143429,,KIM KEAT CLOSE,,,
549036,1.35944493520846,103.876763724191,FORTUNA HILL,HILLSIDE DRIVE,11.0,2600.0,2.6
259293,1.3123043049946999,103.80657460371201,SOMMERVILLE PARK,FARRER DRIVE,13.0,2600.0,2.6
NIL,1.27533010374317,103.83874700580799,ASIA GARDENS,EVERTON ROAD,7.0,2600.0,2.6
NIL,1.3262404804449,103.813951067896,,ADAM ROAD,,,
799734,1.38746726324191,103.875755589403,GERALD GARDENS,GERALD CRESCENT,18.0,2350.0,2.61
417026,1.3227751468973798,103.909811553258,EAST SHINE,LORONG MELAYU,10.0,3400.0,2.62
229544,1.30912829551284,103.831608449156,THE CLAYMORE,CLAYMORE ROAD,23.0,3400.0,2.62
218586,1.30967622003782,103.85219422709999,THE BLISS,RACE COURSE ROAD,14.0,3400.0,2.62
424776,1.3061210297286598,103.90391145793501,MALVERN SPRINGS,ONAN ROAD,13.0,3400.0,2.62
449290,1.3100840162299399,103.932193483205,LAGUNA PARK,MARINE PARADE ROAD,13.0,3400.0,2.62
NIL,1.33503550444755,103.790466225234,,SWISS CLUB ROAD,,,
456448,1.31346561025446,103.931426528083,EAST PALM,PALM ROAD,20.0,3400.0,2.62
424808,1.30666665433208,103.91139846422199,VILLA MARTIA,MARTIA ROAD,13.0,3400.0,2.62
509456,1.3800507958031698,103.96390014472999,BLUWATERS 2,JALAN LOYANG BESAR,15.0,3400.0,2.62
518209,1.37275956404089,103.944122454706,LIVIA,PASIR RIS GROVE,9.0,4200.0,2.63
389365,1.3125026872799999,103.88036811722799,LE REGAL,GEYLANG ROAD,15.0,5000.0,2.63
248346,1.2943410503338701,103.828440282424,RV RESIDENCES,RIVER VALLEY ROAD,15.0,2100.0,2.63
219219,1.31600505513773,103.85206821605101,KENT RESIDENCES,KENT ROAD,20.0,4200.0,2.63
425603,1.31337528475137,103.914128295002,BLU CORAL,LORONG L TELOK KURAU,17.0,2100.0,2.63
398415,1.31328282398417,103.88538044907301,THE SUNFLOWER,LORONG 28 GEYLANG,17.0,2100.0,2.63
659249,1.3554182734214397,103.752758525845,GUILIN VIEW,BUKIT BATOK STREET 52,17.0,2100.0,2.63
528591,1.3512844009602298,103.927174717066,Q BAY RESIDENCES,TAMPINES STREET 86,11.0,5000.0,2.63
519496,1.3743141815968303,103.953576312462,EASTVALE,PASIR RIS DRIVE 3,19.0,3150.0,2.63
418602,1.32661358707554,103.91503782277,KIMNAN PARK,JALAN SELAMAT,15.0,2100.0,2.63
518770,1.38050561957002,103.935639085159,WHITEWATER,PASIR RIS STREET 72,19.0,2100.0,2.63
258423,1.3117212610403999,103.819495755222,NASSIM REGENCY,NASSIM ROAD,19.0,2100.0,2.63
534232,1.3391023629913401,103.884420057851,THE ARECA,BUNGA RAMPAI PLACE,19.0,2100.0,2.63
258710,1.3172475748216799,103.829972599976,CYAN,KENG CHIN ROAD,19.0,2100.0,2.63
737922,1.4300288769068101,103.78557894534201,CASABLANCA,ROSEWOOD DRIVE,19.0,2100.0,2.63
NIL,1.31275542607303,103.88694983424601,,LORONG 32 GEYLANG,,,
239319,1.2955169119891101,103.838912924695,ATTITUDE AT KIM YAM,KIM YAM ROAD,19.0,2100.0,2.63
329089,1.3269225590076998,103.84924162756701,PAPILLON,JALAN RAMA RAMA,19.0,2100.0,2.63
NIL,1.30602369843302,103.78865666666401,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,9.0,4200.0,2.63
467935,1.32325729330477,103.950223298949,BEDOK PARK,LIMAU GARDEN,15.0,3700.0,2.64
307690,1.3214103749898898,103.84139922818501,NOVENA REGENCY,THOMSON ROAD,15.0,2900.0,2.64
437276,1.3071863022568502,103.899665947642,SERAYA 9,SERAYA LANE,23.0,2900.0,2.64
NIL,1.3254153257394,103.95403172872601,BEDOK GROVE,BEDOK RIA TERRACE,23.0,2900.0,2.64
309838,1.32353748014392,103.848108217465,8 BASSEIN,BASSEIN ROAD,23.0,2900.0,2.64
329370,1.3275614010468402,103.84370550724199,GALLERY FIFTEEN,JALAN DUSUN,23.0,2900.0,2.64
238245,1.29026307473854,103.837158903917,ROBERTSON BLUE,ROBERTSON QUAY,23.0,2900.0,2.64
427915,1.31438859863163,103.905170308151,JC VILLE,JOO CHIAT PLACE,3.0,6346.0,2.64
329802,1.32572472557094,103.850395374025,BALESTIER PLAZA,BALESTIER ROAD,14.0,2900.0,2.64
207855,1.31354230358907,103.858379378217,KERRISDALE,STURDEE ROAD,14.0,2900.0,2.64
358249,1.3444308143752899,103.86839302068701,THE ACACIAS,SOMMERVILLE ROAD,13.0,2900.0,2.64
229789,1.30812038350773,103.837940839529,THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,13.0,2900.0,2.64
088660,1.27527115223134,103.83683222504999,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,9.0,6600.0,2.64
258124,1.31433464817673,103.836585313525,RISING SUITES,SARKIES ROAD,13.0,2900.0,2.64
238214,1.28984726949557,103.83790511983801,WATERMARK ROBERTSON QUAY,RODYK STREET,8.0,2900.0,2.64
